onset	duration	trial_type	value	sample
10.365	0.0	Causality/VV	16	10365
14.474	0.0	Causality/AA	14	14474
18.113	0.0	Causality/CC	13	18113
21.654	0.0	Causality/DC	12	21654
24.794	0.0	Causality/DC	12	24794
28.182	0.0	Causality/CC	13	28182
31.973	0.0	Causality/VV	16	31973
35.602	0.0	Causality/AV	15	35602
39.034	0.0	Causality/VV	16	39034
43.713	0.0	Causality/DC	12	43713
47.273	0.0	Causality/DD	11	47273
51.193	0.0	Causality/DD	11	51193
55.194	0.0	Causality/VV	16	55194
58.734	0.0	Causality/DC	12	58734
62.253	0.0	Causality/DC	12	62253
65.803	0.0	Causality/VV	16	65803
69.782	0.0	Causality/DD	11	69782
72.922	0.0	Causality/DD	11	72922
76.202	0.0	Causality/CC	13	76202
79.572	0.0	Causality/DD	11	79572
83.283	0.0	Causality/VV	16	83283
87.773	0.0	Causality/VV	16	87773
90.862	0.0	Causality/AV	15	90862
93.712	0.0	Causality/AA	14	93712
98.322	0.0	Causality/CC	13	98322
101.622	0.0	Causality/AA	14	101622
104.972	0.0	Causality/VV	16	104972
107.981	0.0	Causality/AV	15	107981
113.532	0.0	Causality/VV	16	113532
117.081	0.0	Causality/DD	11	117081
119.781	0.0	Causality/DD	11	119781
122.992	0.0	Causality/VV	16	122992
126.281	0.0	Causality/CC	13	126281
129.952	0.0	Causality/DC	12	129952
133.34	0.0	Causality/DD	11	133340
136.251	0.0	Causality/AA	14	136251
139.931	0.0	Causality/VV	16	139931
143.631	0.0	Causality/VV	16	143631
147.54	0.0	Causality/CC	13	147540
150.99	0.0	Causality/DD	11	150990
154.07	0.0	Causality/AV	15	154070
157.531	0.0	Causality/DC	12	157531
160.871	0.0	Causality/AA	14	160871
164.45	0.0	Causality/DD	11	164450
167.28	0.0	Causality/CC	13	167280
170.611	0.0	Causality/DC	12	170611
174.531	0.0	Causality/VV	16	174531
177.72	0.0	Causality/VV	16	177720
180.901	0.0	Causality/DC	12	180901
185.06	0.0	Causality/DD	11	185060
188.169	0.0	Causality/AV	15	188169
191.589	0.0	Causality/DD	11	191589
194.429	0.0	Causality/AV	15	194429
197.949	0.0	Causality/DD	11	197949
203.49	0.0	Causality/AA	14	203490
207.468	0.0	Causality/AV	15	207468
210.56	0.0	Causality/DC	12	210560
213.879	0.0	Causality/DC	12	213879
217.338	0.0	Causality/AV	15	217338
220.508	0.0	Causality/AV	15	220508
224.389	0.0	Causality/VV	16	224389
228.279	0.0	Causality/AA	14	228279
231.698	0.0	Causality/AV	15	231698
235.198	0.0	Causality/CC	13	235198
238.778	0.0	Causality/DD	11	238778
241.828	0.0	Causality/DD	11	241828
245.329	0.0	Causality/DC	12	245329
248.628	0.0	Causality/DD	11	248628
251.578	0.0	Causality/CC	13	251578
255.309	0.0	Causality/AA	14	255309
258.257	0.0	Causality/CC	13	258257
261.507	0.0	Causality/AV	15	261507
265.698	0.0	Causality/AA	14	265698
268.808	0.0	Causality/CC	13	268808
272.208	0.0	Causality/AA	14	272208
275.978	0.0	Causality/CC	13	275978
279.958	0.0	Causality/VV	16	279958
283.938	0.0	Causality/DC	12	283938
287.707	0.0	Causality/CC	13	287707
291.018	0.0	Causality/VV	16	291018
294.847	0.0	Causality/VV	16	294847
298.447	0.0	Causality/AV	15	298447
301.457	0.0	Causality/DC	12	301457
304.586	0.0	Causality/CC	13	304586
307.938	0.0	Causality/DC	12	307938
311.407	0.0	Causality/AA	14	311407
329.876	0.0	Causality/DD	11	329876
333.147	0.0	Causality/AA	14	333147
335.956	0.0	Causality/AV	15	335956
339.156	0.0	Causality/CC	13	339156
342.175	0.0	Causality/DD	11	342175
345.166	0.0	Causality/AA	14	345166
349.586	0.0	Causality/VV	16	349586
352.856	0.0	Causality/CC	13	352856
357.436	0.0	Causality/DD	11	357436
361.385	0.0	Causality/AV	15	361385
365.066	0.0	Causality/AA	14	365066
368.536	0.0	Causality/DC	12	368536
371.844	0.0	Causality/AV	15	371844
375.626	0.0	Causality/VV	16	375626
379.246	0.0	Causality/AA	14	379246
382.544	0.0	Causality/DD	11	382544
386.915	0.0	Causality/DC	12	386915
390.215	0.0	Causality/DC	12	390215
393.254	0.0	Causality/CC	13	393254
397.186	0.0	Causality/AA	14	397186
400.405	0.0	Causality/VV	16	400405
403.745	0.0	Causality/VV	16	403745
407.005	0.0	Causality/AA	14	407005
410.194	0.0	Causality/AV	15	410194
413.805	0.0	Causality/DC	12	413805
417.085	0.0	Causality/DC	12	417085
420.445	0.0	Causality/AA	14	420445
425.184	0.0	Causality/AV	15	425184
428.685	0.0	Causality/DC	12	428685
433.765	0.0	Causality/DC	12	433765
437.033	0.0	Causality/AV	15	437033
440.464	0.0	Causality/AA	14	440464
444.144	0.0	Causality/DC	12	444144
448.353	0.0	Causality/CC	13	448353
451.903	0.0	Causality/CC	13	451903
455.084	0.0	Causality/AA	14	455084
458.043	0.0	Causality/CC	13	458043
461.323	0.0	Causality/AV	15	461323
465.783	0.0	Causality/AV	15	465783
469.314	0.0	Causality/VV	16	469314
472.264	0.0	Causality/AA	14	472264
475.814	0.0	Causality/VV	16	475814
479.372	0.0	Causality/AV	15	479372
482.934	0.0	Causality/VV	16	482934
486.122	0.0	Causality/AV	15	486122
489.412	0.0	Causality/DD	11	489412
493.022	0.0	Causality/AV	15	493022
496.353	0.0	Causality/DC	12	496353
501.552	0.0	Causality/CC	13	501552
504.992	0.0	Causality/AV	15	504992
508.921	0.0	Causality/DD	11	508921
512.513	0.0	Causality/AA	14	512513
515.581	0.0	Causality/DD	11	515581
518.943	0.0	Causality/DC	12	518943
522.022	0.0	Causality/CC	13	522022
524.802	0.0	Causality/DD	11	524802
529.393	0.0	Causality/AA	14	529393
532.252	0.0	Causality/AA	14	532252
535.191	0.0	Causality/DD	11	535191
