onset	duration	trial_type	value	sample
11.866	0.0	Causality/CC	13	11866
19.766	0.0	Causality/VV	16	19766
22.535	0.0	Causality/DD	11	22535
25.526	0.0	Causality/CC	13	25526
28.545	0.0	Causality/AV	15	28545
31.955	0.0	Causality/DD	11	31955
35.276	0.0	Causality/DC	12	35276
38.815	0.0	Causality/DD	11	38815
41.816	0.0	Causality/VV	16	41816
45.375	0.0	Causality/CC	13	45375
48.865	0.0	Causality/DD	11	48865
51.934	0.0	Causality/AV	15	51934
55.185	0.0	Causality/AA	14	55185
58.415	0.0	Causality/AA	14	58415
61.634	0.0	Causality/AV	15	61634
64.975	0.0	Causality/AA	14	64975
68.475	0.0	Causality/VV	16	68475
71.724	0.0	Causality/DD	11	71724
74.965	0.0	Causality/DC	12	74965
78.525	0.0	Causality/AA	14	78525
81.815	0.0	Causality/VV	16	81815
84.985	0.0	Causality/AA	14	84985
88.444	0.0	Causality/CC	13	88444
91.534	0.0	Causality/AV	15	91534
94.683	0.0	Causality/DD	11	94683
97.593	0.0	Causality/DD	11	97593
100.603	0.0	Causality/CC	13	100603
103.945	0.0	Causality/AA	14	103945
106.815	0.0	Causality/VV	16	106815
110.443	0.0	Causality/CC	13	110443
113.703	0.0	Causality/DD	11	113703
116.743	0.0	Causality/CC	13	116743
120.023	0.0	Causality/AV	15	120023
123.093	0.0	Causality/CC	13	123093
126.433	0.0	Causality/DC	12	126433
129.774	0.0	Causality/DC	12	129774
132.983	0.0	Causality/CC	13	132983
136.342	0.0	Causality/DD	11	136342
139.502	0.0	Causality/AV	15	139502
143.023	0.0	Causality/DD	11	143023
146.194	0.0	Causality/AA	14	146194
149.462	0.0	Causality/DD	11	149462
152.633	0.0	Causality/AA	14	152633
155.652	0.0	Causality/AV	15	155652
158.713	0.0	Causality/VV	16	158713
161.623	0.0	Causality/VV	16	161623
164.681	0.0	Causality/DD	11	164681
167.443	0.0	Causality/DC	12	167443
170.272	0.0	Causality/CC	13	170272
173.472	0.0	Causality/AA	14	173472
176.522	0.0	Causality/CC	13	176522
179.301	0.0	Causality/AV	15	179301
182.381	0.0	Causality/DD	11	182381
185.192	0.0	Causality/AV	15	185192
188.372	0.0	Causality/DC	12	188372
191.112	0.0	Causality/DC	12	191112
194.272	0.0	Causality/DD	11	194272
197.282	0.0	Causality/VV	16	197282
200.142	0.0	Causality/AA	14	200142
203.302	0.0	Causality/VV	16	203302
206.601	0.0	Causality/DC	12	206601
209.381	0.0	Causality/AA	14	209381
212.372	0.0	Causality/DC	12	212372
215.461	0.0	Causality/AA	14	215461
218.771	0.0	Causality/DD	11	218771
221.79	0.0	Causality/DD	11	221790
225.232	0.0	Causality/DC	12	225232
228.101	0.0	Causality/DC	12	228101
231.221	0.0	Causality/VV	16	231221
234.19	0.0	Causality/AV	15	234190
237.361	0.0	Causality/VV	16	237361
240.28	0.0	Causality/CC	13	240280
243.16	0.0	Causality/CC	13	243160
246.081	0.0	Causality/DC	12	246081
249.231	0.0	Causality/AA	14	249231
252.25	0.0	Causality/CC	13	252250
255.32	0.0	Causality/DD	11	255320
258.49	0.0	Causality/AV	15	258490
262.16	0.0	Causality/VV	16	262160
265.2	0.0	Causality/VV	16	265200
268.611	0.0	Causality/DC	12	268611
271.859	0.0	Causality/AV	15	271859
275.11	0.0	Causality/AA	14	275110
278.209	0.0	Causality/CC	13	278209
281.819	0.0	Causality/AV	15	281819
285.189	0.0	Causality/AV	15	285189
288.37	0.0	Causality/DC	12	288370
291.67	0.0	Causality/AA	14	291670
295.008	0.0	Causality/AV	15	295008
298.32	0.0	Causality/VV	16	298320
301.609	0.0	Causality/AV	15	301609
304.519	0.0	Causality/DD	11	304519
307.489	0.0	Causality/DC	12	307489
